Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Alfredo Aceves",,5,4,,4.695649993262916,62,0,,,,76.66670227050781,,81,44,40,10,23,,,55,6.456518740736509,2.6999987461261767,2.391304347826087,1.173912498315729,,,,,1.3565211091648424,,0.6666666666666666,,,,-0.05541137916859551,,,,,,,,,274.7335968017578,3.58348003325353,294.33351135253906,3.8391309738877792,,,,,,,,,,,,,,,,,,,"Alfredo Aceves","5164",469686
"Mike Ekstrom",,3,8,,6.691301240399655,28,11,,,,76.66670227050781,,105,62,57,13,36,,,51,5.986953741410218,4.226084993936625,1.4166666666666667,1.5260862478104478,,,,,1.8391295806946422,,0.6433224755700326,,,,-0.05541137916859551,,,,,,,,,128.43359680175786,1.6752200498802954,208.33351135253906,2.7173923643860824,,,,,,,,,,,,,,,,,,,"Mike Ekstrom","7488",455091
"Ryan Madson",,5,3,,3.63912874477876,72,0,,,,76.66670227050781,,72,34,31,8,24,,,69,8.09999623837853,2.8173899959577495,2.875,0.9391299986525832,,,,,1.2521733315367776,,0.7311320754716981,,,,-0.05541137916859551,,,,,,,,,347.7335968017578,4.5356535041096215,345.33351135253906,4.504348056266692,,,,,,,,,,,,,,,,,,,"Ryan Madson","1852",425492
"Jose Ascanio",,3,4,,4.324675324675325,43,7,,,,77,,81,40,37,7,30,,,59,6.896103896103896,3.5064935064935066,1.9666666666666666,0.8181818181818182,,,,,1.4415584415584415,,0.7015810276679841,,,,-0.055652272363658994,,,,,,,,,301.1,3.9103896103896107,322,4.181818181818182,,,,,,,,,,,,,,,,,,,"Jose Ascanio","3951",448857
"Boof Bonser",,3,5,,5.7272727272727275,23,11,,,,77,,90,53,49,12,30,,,62,7.246753246753247,3.5064935064935066,2.066666666666667,1.4025974025974026,,,,,1.5584415584415585,,0.6492248062015503,,,,-0.055652272363658994,,,,,,,,,222.20000000000005,2.885714285714286,263,3.4155844155844157,,,,,,,,,,,,,,,,,,,"Boof Bonser","2159",425818
"John Bannister",,2,8,,7.012987012987013,36,8,,,,77,,95,66,60,12,61,,,39,4.558441558441558,7.12987012987013,0.639344262295082,1.4025974025974026,,,,,2.0259740259740258,,0.646551724137931,,,,-0.055652272363658994,,,,,,,,,70.20000000000005,0.9116883116883123,124,1.6103896103896105,,,,,,,,,,,,,,,,,,,"John Bannister","sa202864",452673
"Chad Durbin",,3,2,,4.207792207792208,64,0,,,,77,,72,39,36,8,40,,,65,7.597402597402597,4.675324675324675,1.625,0.935064935064935,,,,,1.4545454545454546,,0.7242063492063492,,,,-0.055652272363658994,,,,,,,,,294.20000000000005,3.8207792207792215,291,3.779220779220779,,,,,,,,,,,,,,,,,,,"Chad Durbin","1442",239795
"Andrew Bailey",,5,4,,3.8405190095331303,69,0,,,,77.33329772949219,,68,36,33,9,33,,,77,8.96121102224397,3.8405190095331303,2.3333333333333335,1.0474142753272173,,,,,1.306035084049987,,0.7352941176470588,,,,-0.05589316555872248,,,,,,,,,339.76640319824213,4.393533098597802,324.66648864746094,4.1982754929594135,,,,,,,,,,,,,,,,,,,"Andrew Bailey","1368",457732
"Ryan Perry",,1,1,,4.422415829159362,64,0,,,,77.33329772949219,,74,41,38,9,46,,,72,8.379314202617739,5.353450740561333,1.565217391304348,1.0474142753272173,,,,,1.5517248523366183,,0.7355679702048417,,,,-0.05589316555872248,,,,,,,,,275.16640319824216,3.558187886423256,275.66648864746094,3.5646545115886283,,,,,,,,,,,,,,,,,,,"Ryan Perry","8799",543634
"Jason Bergmann",,4,4,,4.422415829159362,77,0,,,,77.33329772949219,,78,41,38,9,32,,,61,7.099141199440028,3.7241396456078837,1.90625,1.0474142753272173,,,,,1.4224144479752334,,0.7084188911704312,,,,-0.05589316555872248,,,,,,,,,284.7664031982422,3.6823258746101852,295.66648864746094,3.8232753203113976,,,,,,,,,,,,,,,,,,,"Jason Bergmann","4640",456589
"Rafael Perez",,4,4,,4.171671907370679,73,0,,,,77.66670227050781,,78,39,36,7,28,,,68,7.879824713922394,3.244633705732751,2.4285714285714284,0.8111584264331877,,,,,1.364806241300284,,0.6964656964656964,,,,-0.05613413595253913,,,,,,,,,337.8335968017578,4.349786805999648,349.33351135253906,4.497854307446122,,,,,,,,,,,,,,,,,,,"Rafael Perez","4078",460370
"Hayden Penn",,3,5,,5.909868535441796,22,14,,,,77.66670227050781,,91,56,51,13,40,,,58,6.721026961874983,4.6351910081896435,1.45,1.5064370776616343,,,,,1.6866945057578981,,0.6648936170212766,,,,-0.05613413595253913,,,,,,,,,174.23359680175784,2.243350003389022,215.33351135253906,2.77253320995331,,,,,,,,,,,,,,,,,,,"Hayden Penn","4893",435140
"Chris Capuano",,4,5,,5.098710109008608,14,13,,,,77.66670227050781,,89,48,44,11,27,,,60,6.952786512284465,3.1287539305280094,2.2222222222222223,1.274677527252152,,,,,1.4935615470833297,,0.6759443339960239,,,,-0.05613413595253913,,,,,,,,,247.0335968017578,3.1806886294895933,284.33351135253906,3.6609448198563252,,,,,,,,,,,,,,,,,,,"Chris Capuano","1701",425626
"Nick Masset",,3,3,,3.824032581756456,59,3,,,,77.66670227050781,,74,36,33,8,28,,,62,7.184546062693948,3.244633705732751,2.2142857142857144,0.9270382016379287,,,,,1.3133041189870658,,0.7268722466960352,,,,-0.05613413595253913,,,,,,,,,323.93359680175786,4.170816930961215,324.33351135253906,4.175966042988508,,,,,,,,,,,,,,,,,,,"Nick Masset","7267",434665
"Jamey Wright",,5,5,,4.846153846153846,67,0,,,,78,,80,46,42,8,37,,,57,6.576923076923077,4.269230769230769,1.5405405405405406,0.9230769230769231,,,,,1.5,,0.6710775047258979,,,,-0.05637502914760262,,,,,,,,,273.80000000000007,3.510256410256411,289,3.7051282051282053,,,,,,,,,,,,,,,,,,,"Jamey Wright","715",124604
"Jerry Blevins",,4,5,,4.5,66,0,,,,78,,81,42,39,9,26,,,60,6.923076923076923,3,2.3076923076923075,1.0384615384615385,,,,,1.3717948717948718,,0.6885593220338982,,,,-0.05637502914760262,,,,,,,,,297.9000000000001,3.8192307692307703,315,4.038461538461538,,,,,,,,,,,,,,,,,,,"Jerry Blevins","7841",460283
"Joel Hanrahan",,3,3,,4.038461538461538,72,0,,,,78,,74,38,35,7,38,,,88,10.153846153846153,4.384615384615385,2.3157894736842106,0.8076923076923077,,,,,1.435897435897436,,0.7240704500978473,,,,-0.05637502914760262,,,,,,,,,360.70000000000005,4.624358974358975,361,4.628205128205129,,,,,,,,,,,,,,,,,,,"Joel Hanrahan","2186",430629
"Robert Ray",,4,6,,5.629789792878402,16,16,,,,78.33329772949219,,96,53,49,10,32,,,45,5.170215115908737,3.676597415757324,1.40625,1.1489366924241635,,,,,1.6340432958921438,,0.6578947368421053,,,,-0.0566159223426661,,,,,,,,,201.06640319824214,2.5668063138690176,255.66648864746094,3.2638289981145974,,,,,,,,,,,,,,,,,,,"Robert Ray","3359",459988
"Todd Coffey",,4,3,,4.251065761969405,75,0,,,,78.33329772949219,,81,40,37,9,25,,,63,7.238301162272231,2.872341731060409,2.52,1.0340430231817472,,,,,1.3531921044106816,,0.7066381156316917,,,,-0.0566159223426661,,,,,,,,,309.3664031982421,3.949360133752761,325.66648864746094,4.157446425555613,,,,,,,,,,,,,,,,,,,"Todd Coffey","2467",434298
"Kelvin Jimenez",,3,5,,5.859577131363235,54,2,,,,78.33329772949219,,96,56,51,12,31,,,38,4.365959431211822,3.5617037465149073,1.2258064516129032,1.3787240309089963,,,,,1.6212773326429863,,0.6442831215970962,,,,-0.0566159223426661,,,,,,,,,165.46640319824212,2.112338022199015,218.66648864746094,2.7914883578957745,,,,,,,,,,,,,,,,,,,"Kelvin Jimenez","2902",459376
"Noah Lowry",,4,6,,4.940427777423904,13,13,,,,78.33329772949219,,86,47,43,8,40,,,43,4.940427777423904,4.595746769696654,1.075,0.919149353939331,,,,,1.608511369393829,,0.6881533101045296,,,,-0.0566159223426661,,,,,,,,,223.6664031982422,2.8553170832999752,253.66648864746094,3.2382970716162824,,,,,,,,,,,,,,,,,,,"Noah Lowry","1833",430161
"Claudio Vargas",,4,4,,4.4618623873800045,32,10,,,,78.66670227050781,,80,42,39,10,27,,,59,6.749996945010776,3.0889816528015417,2.185185185185185,1.1440672788153858,,,,,1.3601688759249586,,0.6989247311827957,,,,-0.056856892736482756,,,,,,,,,288.1335968017578,3.6627135558697397,300.33351135253906,3.8177971452241013,,,,,,,,,,,,,,,,,,,"Claudio Vargas","1695",282567
"Jeff Sues",,3,5,,4.919489298906159,46,0,,,,78.66670227050781,,77,47,43,11,43,,,66,7.550844040181546,4.919489298906159,1.5348837209302326,1.2584740066969242,,,,,1.5254230384205143,,0.6978967495219885,,,,-0.056856892736482756,,,,,,,,,249.63359680175776,3.1733069977098243,253.33351135253906,3.2203397885094,,,,,,,,,,,,,,,,,,,"Jeff Sues","sa291428",450298
"Francisley Bueno",,3,4,,5.377116210432313,28,12,,,,78.66670227050781,,94,51,47,10,33,,,46,5.2627094825507745,3.775422020090773,1.393939393939394,1.1440672788153858,,,,,1.6144060489950443,,0.672566371681416,,,,-0.056856892736482756,,,,,,,,,207.73359680175778,2.640680120127995,256.33351135253906,3.2584753644699127,,,,,,,,,,,,,,,,,,,"Francisley Bueno","5980",499107
"Bryan Morris",,3,8,,6.177963305603083,18,18,,,,78.66670227050781,,96,59,54,9,51,,,36,4.118642203735389,5.834743121958467,0.7058823529411765,1.0296605509338472,,,,,1.8686432220651301,,0.6547619047619048,,,,-0.056856892736482756,,,,,,,,,140.83359680175778,1.7902567762085582,195.33351135253906,2.4830519866061516,,,,,,,,,,,,,,,,,,,"Bryan Morris","10234",457768
"Aníbal Sánchez",,4,5,,4.690675843143081,16,16,,,,78.66670227050781,,83,45,41,8,38,,,63,7.20762385653693,4.347455659498466,1.6578947368421053,0.9152538230523086,,,,,1.5381348970740185,,0.6921675774134791,,,,-0.056856892736482756,,,,,,,,,279.9335968017578,3.5584763149110046,301.33351135253906,3.8305090038776055,,,,,,,,,,,,,,,,,,,"Anibal Sanchez","3284",434671
"Edward Mujica",,3,3,,4.084035446311125,61,1,,,,79.33329772949219,,80,39,36,10,19,,,65,7.373952889172865,2.1554631522197605,3.4210526315789473,1.1344542906419792,,,,,1.2478997197061772,,0.7058823529411765,,,,-0.057338679126609726,,,,,,,,,329.06640319824226,4.14789770015966,339.66648864746094,4.281512282593413,,,,,,,,,,,,,,,,,,,"Edward Mujica","3970",465629
"Matt Ginter",,3,6,,5.558826024145699,30,9,,,,79.33329772949219,,98,53,49,11,26,,,46,5.218489736953105,2.949581155669146,1.7692307692307692,1.2478997197061772,,,,,1.5630259115511713,,0.6537753222836096,,,,-0.057338679126609726,,,,,,,,,210.96640319824223,2.6592415698839074,267.66648864746094,3.3739488500798296,,,,,,,,,,,,,,,,,,,"Matt Ginter","233",215197
"J.P. Howell",,7,4,,3.2761491634707816,72,0,,,,79.66670227050781,,62,31,29,8,37,,,89,10.05438881203102,4.17991444994548,2.4054054054054053,0.9037652864746984,,,,,1.2426772689027104,,0.7744874715261959,,,,-0.05757964952042638,,,,,,,,,396.93359680175786,4.9824278586801825,361.33351135253906,4.535565061117169,,,,,,,,,,,,,,,,,,,"J.P. Howell","8245",434442
"Brian Stokes",,3,4,,5.083679736420178,77,0,,,,79.66670227050781,,90,49,45,9,38,,,50,5.648533040466865,4.292885110754818,1.3157894736842106,1.0167359472840358,,,,,1.6066938426216861,,0.6845753899480069,,,,-0.05757964952042638,,,,,,,,,230.8335968017579,2.8974915519656355,267.33351135253906,3.355649270441868,,,,,,,,,,,,,,,,,,,"Brian Stokes","8653",425530
"Zach Putnam",,4,4,,4.6125,40,5,,,,80,,86,45,41,7,32,,,56,6.3,3.6,1.75,0.7875,,,,,1.475,,0.6746765249537893,,,,-0.057820542715489864,,,,,,,,,298.29999999999995,3.7287499999999993,325,4.0625,,,,,,,,,,,,,,,,,,,"Zach Putnam","9080",474029
"Mark Lowe",,5,4,,3.825,72,0,,,,80,,73,37,34,8,32,,,66,7.425,3.6,2.0625,0.9,,,,,1.3125,,0.7249466950959489,,,,-0.057820542715489864,,,,,,,,,339.8,4.2475000000000005,332,4.15,,,,,,,,,,,,,,,,,,,"Mark Lowe","7416",450275
"Jonathan Broxton",,7,1,,2.25,79,0,,,,80,,55,22,20,5,28,,,109,12.2625,3.15,3.892857142857143,0.5625,,,,,1.0375,,0.8026315789473685,,,,-0.057820542715489864,,,,,,,,,521.5,6.51875,469,5.8625,,,,,,,,,,,,,,,,,,,"Jonathan Broxton","4759",455009
"Chris Jakubauskas",,4,5,,4.6125,27,9,,,,80,,83,45,41,10,27,,,46,5.175,3.0375,1.7037037037037037,1.125,,,,,1.375,,0.6770833333333334,,,,-0.057820542715489864,,,,,,,,,264.2,3.3024999999999998,281,3.5125,,,,,,,,,,,,,,,,,,,"Chris Jakubauskas","7831",499856
"Dustin Moseley",,3,6,,5.825728723049627,22,13,,,,80.33329772949219,,98,57,52,13,27,,,47,5.26556249967947,3.0248976061988446,1.7407407407407407,1.4564321807624068,,,,,1.5560172871393234,,0.6367041198501873,,,,-0.05806143591055335,,,,,,,,,192.76640319824224,2.399582846049071,245.66648864746094,3.0580904256501245,,,,,,,,,,,,,,,,,,,"Dustin Moseley","7060",400291
"Ian Kennedy",,3,5,,5,17,16,,,,81,,82,49,45,8,38,,,65,7.222222222222222,4.222222222222222,1.7105263157894737,0.8888888888888888,,,,,1.4814814814814814,,0.6525735294117647,,,,-0.05854329949943349,,,,,,,,,303.79999999999995,3.750617283950617,317,3.9135802469135803,,,,,,,,,,,,,,,,,,,"Ian Kennedy","6986",453178
"Ryan Ketchner",,4,7,,6.333333333333333,18,15,,,,81,,106,62,57,14,32,,,43,4.777777777777778,3.5555555555555554,1.34375,1.5555555555555556,,,,,1.7037037037037037,,0.6418918918918919,,,,-0.05854329949943349,,,,,,,,,141.5999999999999,1.7481481481481471,213,2.6296296296296298,,,,,,,,,,,,,,,,,,,"Ryan Ketchner","sa199599",434702
"Greg Reinhard",,3,5,,5.777777777777778,43,6,,,,81,,88,57,52,14,50,,,66,7.333333333333333,5.555555555555555,1.32,1.5555555555555556,,,,,1.7037037037037037,,0.6841216216216216,,,,-0.05854329949943349,,,,,,,,,180.39999999999992,2.2271604938271596,205,2.5308641975308643,,,,,,,,,,,,,,,,,,,"Greg Reinhard","sa291481",489234
"Rick Van Den Hurk",,4,4,,4.555555555555555,17,17,,,,81,,82,45,41,10,35,,,75,8.333333333333334,3.888888888888889,2.142857142857143,1.1111111111111112,,,,,1.4444444444444444,,0.6990291262135923,,,,-0.05854329949943349,,,,,,,,,308.19999999999993,3.8049382716049376,320,3.950617283950617,,,,,,,,,,,,,,,,,,,"Rick Van Den Hurk","5099",462995
"Antonio Bastardo",,5,5,,4.647543018078483,20,15,,,,81.33329772949219,,80,46,42,12,35,,,71,7.856560816275532,3.872952515065403,2.0285714285714285,1.3278694337367096,,,,,1.4139350451826074,,0.7026476578411405,,,,-0.05878419269449697,,,,,,,,,283.2664031982422,3.4827851704767068,287.66648864746094,3.5368846054197367,,,,,,,,,,,,,,,,,,,"Antonio Bastardo","8844",455374
"Steven Jackson",,3,5,,5.090166162657387,51,4,,,,81.33329772949219,,91,50,46,9,36,,,53,5.864756665670467,3.9836083012101287,1.4722222222222223,0.9959020753025322,,,,,1.5614760933755751,,0.673076923076923,,,,-0.05878419269449697,,,,,,,,,252.56640319824223,3.1053259888496982,287.66648864746094,3.5368846054197367,,,,,,,,,,,,,,,,,,,"Steven Jackson","7341",452259
"Josh Rupe",,3,6,,5.975412451815194,30,9,,,,81.33329772949219,,97,59,54,10,46,,,38,4.2049198734995805,5.090166162657387,0.8260869565217391,1.106557861447258,,,,,1.7581974909661988,,0.6511627906976745,,,,-0.05878419269449697,,,,,,,,,164.6664031982422,2.0245878108362088,214.66648864746094,2.6393432289125163,,,,,,,,,,,,,,,,,,,"Josh Rupe","7206",434666
"Ramon Troncoso",,5,4,,3.857141175562755,66,0,,,,81.66670227050781,,82,38,35,6,32,,,56,6.171425880900408,3.526529074800233,1.75,0.6612242015250437,,,,,1.3959177587750922,,0.7196969696969697,,,,-0.059025163088313626,,,,,,,,,333.3335968017577,4.081634099753947,346.33351135253906,4.240816657508283,,,,,,,,,,,,,,,,,,,"Ramon Troncoso","4685",470462
"Alex Periard",,5,7,,5.378048780487805,18,18,,,,82,,95,53,49,10,37,,,41,4.5,4.060975609756097,1.1081081081081081,1.0975609756097562,,,,,1.6097560975609757,,0.6694915254237288,,,,-0.05926605628337711,,,,,,,,,207.80000000000007,2.5341463414634156,251,3.0609756097560976,,,,,,,,,,,,,,,,,,,"Alex Periard","sa268556",461857
"Ramon Pena",,5,5,,4.609756097560975,80,0,,,,82,,90,46,42,11,29,,,55,6.036585365853658,3.182926829268293,1.896551724137931,1.2073170731707317,,,,,1.451219512195122,,0.7046332046332047,,,,-0.05926605628337711,,,,,,,,,260.50000000000006,3.1768292682926838,290,3.5365853658536586,,,,,,,,,,,,,,,,,,,"Ramon Pena","4573",430963
"Jorge Campillo",,3,5,,5.2469658317263725,21,13,,,,82.33329772949219,,98,52,48,11,28,,,44,4.809718679082508,3.06073006850705,1.5714285714285714,1.202429669770627,,,,,1.530365034253525,,0.6690777576853526,,,,-0.059506949478440596,,,,,,,,,223.16640319824216,2.710524287894555,272.66648864746094,3.3117401606250794,,,,,,,,,,,,,,,,,,,"Jorge Campillo","8686",435658
"Kurt Birkins",,3,5,,5.356277619887338,35,12,,,,82.33329772949219,,95,53,49,10,39,,,55,6.012148348853135,4.263159738277677,1.4102564102564104,1.093117881609661,,,,,1.627531068174384,,0.675,,,,-0.059506949478440596,,,,,,,,,232.2664031982422,2.8210506514795317,274.66648864746094,3.336031669105294,,,,,,,,,,,,,,,,,,,"Kurt Birkins","7266",451256
"Saul Rivera",,5,6,,5.2469658317263725,69,0,,,,82.33329772949219,,96,52,48,8,42,,,53,5.793524772531202,4.591095102760575,1.2619047619047619,0.8744943052877286,,,,,1.6761140851348133,,0.6782334384858044,,,,-0.059506949478440596,,,,,,,,,241.2664031982422,2.930362439640498,287.66648864746094,3.4939264742266896,,,,,,,,,,,,,,,,,,,"Saul Rivera","2027",346800
"Carlos Marmol",,4,2,,3.06073006850705,85,0,,,,82.33329772949219,,54,30,28,7,55,,,106,11.587049545062404,6.012148348853135,1.9272727272727272,0.7651825171267626,,,,,1.3238872121717005,,0.7963709677419355,,,,-0.059506949478440596,,,,,,,,,429.7664031982422,5.219837113900732,367.66648864746094,4.4655868134352765,,,,,,,,,,,,,,,,,,,"Carlos Marmol","2790",461791
"Kanekoa Texeira",,6,8,,5.02834225540444,47,4,,,,82.33329772949219,,84,50,46,10,47,,,52,5.6842129843702365,5.137654043565406,1.1063829787234043,1.093117881609661,,,,,1.591093805454062,,0.6923076923076923,,,,-0.059506949478440596,,,,,,,,,230.86640319824218,2.8040465955433813,244.66648864746094,2.9716590419020736,,,,,,,,,,,,,,,,,,,"Kanekoa Texeira","334",444427
"Mat Latos",,6,6,,3.919353150677093,19,17,,,,82.66670227050781,,80,39,36,7,31,,,58,6.3145134094242055,3.3749985464163856,1.8709677419354838,0.7620964459649904,,,,,1.3427413571764115,,0.7114624505928854,,,,-0.05974791987225725,,,,,,,,,340.6335968017578,4.120565928553827,345.33351135253906,4.177419709117153,,,,,,,,,,,,,,,,,,,"Mat Latos","3815",502009
"Julio DePaula",,3,6,,5.987900646867781,56,3,,,,82.66670227050781,,95,60,55,13,50,,,47,5.11693328005065,5.443546042607074,0.94,1.415321971077839,,,,,1.7540315026178348,,0.6703470031545742,,,,-0.05974791987225725,,,,,,,,,148.83359680175784,1.8004056375048572,188.33351135253906,2.278226978696463,,,,,,,,,,,,,,,,,,,"Julio DePaula","2786",451546
"Nick Hill",,4,5,,4.572578675789942,36,8,,,,82.66670227050781,,84,46,42,10,35,,,56,6.096771567719923,3.8104822298249514,1.6,1.0887092085214147,,,,,1.4395155090449818,,0.6952380952380952,,,,-0.05974791987225725,,,,,,,,,277.33359680175784,3.354840451893766,290.33351135253906,3.512097415020733,,,,,,,,,,,,,,,,,,,"Nick Hill","sa390200",502108
"Michael Wlodarczyk",,3,6,,6.096771567719923,41,10,,,,82.66670227050781,,102,61,56,10,53,,,42,4.572578675789942,5.770158805163498,0.7924528301886793,1.0887092085214147,,,,,1.8749991924535476,,0.6666666666666666,,,,-0.05974791987225725,,,,,,,,,148.53359680175782,1.7967766068097855,208.33351135253906,2.5201623583678887,,,,,,,,,,,,,,,,,,,"Michael Wlodarczyk","sa254911",458571
"Jorge Sosa",,5,6,,4.790320517494225,43,6,,,,82.66670227050781,,88,48,44,10,33,,,61,6.64112617198063,3.5927403881206685,1.8484848484848484,1.0887092085214147,,,,,1.4637090470121243,,0.6822429906542056,,,,-0.05974791987225725,,,,,,,,,282.9335968017578,3.4225823582017645,306.33351135253906,3.7056457187578737,,,,,,,,,,,,,,,,,,,"Jorge Sosa","1228",407901
"Vladimir Nunez",,3,4,,5.11693328005065,44,4,,,,82.66670227050781,,88,51,47,10,45,,,61,6.64112617198063,4.899191438346366,1.3555555555555556,1.0887092085214147,,,,,1.6088702748149795,,0.6890756302521008,,,,-0.05974791987225725,,,,,,,,,246.9335968017578,2.9870986747931987,270.33351135253906,3.2701620353493075,,,,,,,,,,,,,,,,,,,"Vladimir Nunez","532",136727
"Steven Shell",,4,5,,4.790320517494225,40,7,,,,82.66670227050781,,84,48,44,14,30,,,54,5.87902972601564,3.2661276255642444,1.8,1.5241928919299808,,,,,1.3790316641271254,,0.6991525423728813,,,,-0.05974791987225725,,,,,,,,,239.13359680175776,2.8927438767213425,249.33351135253906,3.0161298866943107,,,,,,,,,,,,,,,,,,,"Steven Shell","3681",434579
"Jason Davis",,4,7,,5.334675121754932,32,11,,,,82.66670227050781,,95,53,49,7,45,,,40,4.354836834085659,4.899191438346366,0.8888888888888888,0.7620964459649904,,,,,1.6935476576999784,,0.6682027649769586,,,,-0.05974791987225725,,,,,,,,,223.6335968017578,2.705243957475988,267.33351135253906,3.233871728398594,,,,,,,,,,,,,,,,,,,"Jason Davis","1598",425186
"Anthony Claggett",,4,9,,5.770158805163498,38,7,,,,82.66670227050781,,100,58,53,10,43,,,44,4.790320517494225,4.681449596642083,1.0232558139534884,1.0887092085214147,,,,,1.7298379646506923,,0.6589147286821705,,,,-0.05974791987225725,,,,,,,,,187.7335968017578,2.2709699509657795,242.33351135253906,2.9314525038093118,,,,,,,,,,,,,,,,,,,"Anthony Claggett","4116",488782
"Seth McClung",,4,4,,4.662650602409639,46,5,,,,83,,81,47,43,10,46,,,66,7.156626506024097,4.9879518072289155,1.434782608695652,1.0843373493975903,,,,,1.5301204819277108,,0.7079646017699115,,,,-0.059988813067320734,,,,,,,,,274.6,3.3084337349397592,279,3.36144578313253,,,,,,,,,,,,,,,,,,,"Seth McClung","1657",425528
"Brian Mazone",,5,6,,5.096385542168675,20,14,,,,83,,94,51,47,14,23,,,48,5.204819277108434,2.4939759036144578,2.0869565217391304,1.5180722891566265,,,,,1.4096385542168675,,0.677618069815195,,,,-0.059988813067320734,,,,,,,,,224.6,2.706024096385542,260,3.1325301204819276,,,,,,,,,,,,,,,,,,,"Brian Mazone","sa209900",441799
"D.J. Carrasco",,3,2,,4.212001799561316,46,1,,,,83.33329772949219,,87,42,39,8,30,,,53,5.7240024455576854,3.240001384277935,1.7666666666666666,0.8640003691407827,,,,,1.404000599853772,,0.7088846880907372,,,,-0.06022970626238422,,,,,,,,,308.06640319824214,3.696798417821589,328.66648864746094,3.9439995488279322,,,,,,,,,,,,,,,,,,,"D.J. Carrasco","1666",425647
"Bradley Holt",,4,8,,5.7240024455576854,18,18,,,,83.33329772949219,,88,58,53,14,50,,,67,7.236003091554055,5.400002307129892,1.34,1.5120006459963697,,,,,1.6560007075198335,,0.6756756756756757,,,,-0.06022970626238422,,,,,,,,,199.6664031982421,2.3959978620596325,218.66648864746094,2.6239989848628475,,,,,,,,,,,,,,,,,,,"Bradley Holt","sa454395",475747
"Bryan Corey",,6,7,,5.400002307129892,44,7,,,,83.33329772949219,,96,55,50,13,24,,,40,4.3200018457039135,2.592001107422348,1.6666666666666667,1.404000599853772,,,,,1.4400006152346378,,0.6385068762278978,,,,-0.06022970626238422,,,,,,,,,215.16640319824216,2.5819979415274408,255.66648864746094,3.067999174560194,,,,,,,,,,,,,,,,,,,"Bryan Corey","1439",132241
"Lance Cormier",,3,3,,4.087647662916836,54,0,,,,83.66670227050781,,86,41,38,7,32,,,47,5.055774740976086,3.4422296108773356,1.46875,0.7529877273794172,,,,,1.4103579655677971,,0.711645101663586,,,,-0.06047067665620087,,,,,,,,,307.43359680175774,3.674503577394216,325.33351135253906,3.8884466881541937,,,,,,,,,,,,,,,,,,,"Lance Cormier","4346",433578
"Bartolo Colon",,5,7,,4.94820506563617,17,17,,,,83.66670227050781,,93,50,46,13,26,,,54,5.8087624683555035,2.796811558837835,2.076923076923077,1.3984057794189175,,,,,1.422310151716677,,0.6845238095238095,,,,-0.06047067665620087,,,,,,,,,247.4335968017578,2.957372408461439,279.33351135253906,3.3386461253057305,,,,,,,,,,,,,,,,,,,"Bartolo Colon","375",112526
"James Houser",,2,6,,6.346610845055087,19,18,,,,83.66670227050781,,92,64,59,15,55,,,43,4.6254960396164195,5.916332143695421,0.7818181818181819,1.6135451300987511,,,,,1.7569713638853066,,0.6587301587301587,,,,-0.06047067665620087,,,,,,,,,116.43359680175777,1.3916360229582057,144.33351135253906,1.7251009952069793,,,,,,,,,,,,,,,,,,,"James Houser","6113",446901
"Armando Gabino",,3,7,,5.916332143695421,47,4,,,,83.66670227050781,,102,60,55,12,39,,,43,4.6254960396164195,4.195217338256753,1.1025641025641026,1.2908361040790008,,,,,1.685258246992029,,0.6521739130434783,,,,-0.06047067665620087,,,,,,,,,175.33359680175778,2.0956197871272164,231.33351135253906,2.7649411901595076,,,,,,,,,,,,,,,,,,,"Armando Gabino","3387",471803
"Jeff Marquez",,4,12,,7.422307598454255,17,17,,,,83.66670227050781,,113,75,69,20,42,,,33,3.5497992862172523,4.517926364276503,0.7857142857142857,2.151393506798335,,,,,1.852588853076344,,0.6299212598425197,,,,-0.06047067665620087,,,,,,,,,19.33359680175778,0.23107874790199298,98.33351135253906,1.175300432358516,,,,,,,,,,,,,,,,,,,"Jeff Marquez","7456",457812
"Jeff Bennett",,4,5,,4.94820506563617,58,7,,,,83.66670227050781,,95,50,46,9,49,,,48,5.163344416316003,5.2709140916559205,0.9795918367346939,0.9681270780592507,,,,,1.7211148054386678,,0.715372907153729,,,,-0.06047067665620087,,,,,,,,,210.4335968017578,2.515141520952892,250.33351135253906,2.9920327269882208,,,,,,,,,,,,,,,,,,,"Jeff Bennett","1903",430831
"Mike Hinckley",,2,6,,6.884459221754671,47,8,,,,83.66670227050781,,109,70,64,13,57,,,44,4.733065714956337,6.131471494375254,0.7719298245614035,1.3984057794189175,,,,,1.9840629007140198,,0.6495263870094722,,,,-0.06047067665620087,,,,,,,,,92.83359680175778,1.1095644298446463,166.33351135253906,1.9880490904823314,,,,,,,,,,,,,,,,,,,"Mike Hinckley","3769",434479
